Column1,sslccode,talukcode,schoolname,address1,address2,address3,address4,pincode,management,urban,taluk,dist
1355,TT0405,TT08,GOVT HIGH SCHOOL,SIDDAMMANAHALLI,BALLARI TALUK,BALLARI DISTRICT,,583115,G,R,BELLARY,BELLARY
1356,TT0406,TT07,SRI KRUSHNADEVARAYA HIGH SCHOOL,"15TH WARD, BALLARI ROAD","SIRAGUPPA,",BALLARI DISTRICT,,583121,U,U,SIRUGUPPA,BELLARY
1357,TT0407,TT07,RAJEEV GANDHI MEMORIAL ENG MED HIGH SCHOOL,SIRAGUPPA,,BALLARI DISTRICT,,583121,U,U,SIRUGUPPA,BELLARY
1358,IA041,IA07,MORARJI DESAI MODEL RESI SCHOOL,"BILICHODU,","JAGALUR TQ,",DAVANAGERE DIST,,577553,G,R,JAGALUR,DAVANAGERE
1359,IA0442,IA03,RASHMI GIRLS HIGH SCHOOL,KUNDAWADA,DAVANAGERE,,,NA,U,U,DAVANAGERE(S),DAVANAGERE
1360,IA0443,IA05,SRI MORARJI DESAI MINORITY RESI SCHOOL,"HALEHARLAPURA,","HARIHARA TQ,",DAVANAGERE DIST,,577601,G,R,HARIHARA,DAVANAGERE
1361,II0373,II04,MORARJI DESAI MODEL RESI. SCHOOL,"BOMMANAKATTE,","HOLALKERE,",CHITRADURGA DIST,,577526,G,U,HOLALKERE,CHITRADURGA
1362,II0374,II02,MORARJI DESAI MODEL RESI. SCHOOL(ST),KODIRANGAVVANAHALLI,"BARAMASAGARA POST,",CHITRADURGA TQ,CHITRADURGA DIST,577519,G,R,CHITRADURGA,CHITRADURGA
1363,II0375,II05,MORARJI DESAI MODEL RESI SCHOOL,"NAGENAHALLI, BAGURU POST",HOSADURGA TQ,CHITRADURGA DIST,,577515,G,R,HOSADURGA,CHITRADURGA
1364,II0376,II02,MORARJI DESAI MODEL RESI SCHOOL(MIN),MARAGHATTA,CHITRDURGA TQ & DIST,,,NA,G,R,CHITRADURGA,CHITRADURGA
1365,II0377,II01,VASAVI ENG MED HIGH SCHOOL,BENGALURU ROAD,CHALLAKERE,CHITRADURGA DIST,,577522,U,U,CHALLAKERE,CHITRADURGA
1366,II0378,II01,SRI VIJAYA KANNADA HIGH SCHOOL,MANUMYIAHANATTI,"CHALLAKERE TQ,",CHITRADURGA DIST,,NA,U,R,CHALLAKERE,CHITRADURGA
1367,II0379,II02,VASAVI HIGH SCHOOL,THYGARAJA STREET,CHITRADURGA,,,577501,U,U,CHITRADURGA,CHITRADURGA
1368,QA0157,QA04,GOVT HIGH SCHOOL,VANKASAMBARA,YADGIR TQ,YADGIR DIST,,585315,G,R,YADGIR,YADAGIRI
1369,QA0158,QA02,SRI SANGAMESHWARA HIGH SCHOOL,OM SHANTI EXTN,"COURT ROAD, SHAHAPURA","SHAHAPURA TQ, YADGIR DIST",,585223,U,U,SHAHAPUR,YADAGIRI
1370,QA0159,QA04,RACHOTI VEERANNA HIGH SCHOOL,LAKSHMI NAGAR,YADGIR,YADGIR DIST,,585202,U,U,YADGIR,YADAGIRI
1371,CA0240,CA06,MORARJI DESAI MODEL RESI HIGH SCHOOL (ST),GANJIGUNTE,SHIDLAGHATTA TALUK,CHICKABALLAPUR DIST,,NA,G,R,SIDLAGHATTA,CHIKKABALLAPURA
1372,QA0160,QA02,SRI SHARANAPPA MANU MEMO PRIVATE HIGH SCHOOL,GOGI,SHAHAPURA TQ,YADGIR DIST,,NA,U,R,SHAHAPUR,YADAGIRI
1373,TT0374,TT06,SHRI MORARJI DESAI MODEL RES SCHOOL (ST),CHORNURU POST,SANDUR TQ,BALLARI DIST,,583128,G,R,SANDUR,BELLARY
1374,CA0241,CA01,MORARJI DESAI MODEL RESI. SCHOOL (SC),POOLAVARAPALLI,BAGEPALLI TQ.,CHICKABALLAPUR DIST,,NA,G,R,BAGEPALLY,CHIKKABALLAPURA
1375,TT0375,TT08,ST PETER'S ENG MED HIGH SCHOOL,PARVATHINAGAR,2ND CROSS,"BALLARI, BALLARI DIST",,583103,U,U,BELLARY,BELLARY
1376,TT0376,TT06,VALLEY RESIDENTIAL HIGH SCHOOL,14TH WARD,L B COLONY,"SANDUR, BALLARI DIST",,583119,U,U,SANDUR,BELLARY
1377,CA0242,CA04,B G S PUBLIC SCHOOL,SAIMANDIR ROAD,GOWRIBIDANUR,CHICKABALLAPURA DIST,,561208,U,U,GOWRIBIDANUR,CHIKKABALLAPURA
1378,TT0377,TT03,SRI MARKANDESHWRA ENG MED HIGH SCHOOL,SADASHIVA NAGAR,M P PRAKASH NAGAR,"HOSAPETE, BALLARI DIST",,583201,U,U,HOSPET,BELLARY
1379,DA0236,DA03,GOVT  HIGH SCHOOL,BUDIBETTA,PAVAGADA TQ,TUMAKURU DIST,,572132,G,R,PAVAGADA,TUMKUR MADHUGIRI
1380,IA0451,IA04,SRI GONIBASAVESHWARA RESIDENTIAL HIGH SCHOOL,KOOLAHALLI CROSS,HARAPANAHALLI TALUK,DAVANAGERE DIST,,583131,U,R,HARAPANAHALLI,DAVANAGERE
1381,II0386,II01,GOVT HIGH SCHOOL (R.M.S.A.),KORLA KUNTE,CHALLAKERE TALUK,CHITRADURGA DIST,,577538,G,R,CHALLAKERE,CHITRADURGA
1382,NA0385,NA08,GOVT HIGH SCHOOL,NIPANALA,RAIABAG TQ,BELAGAVI DIST,,NA,G,R,RAIBAG,BELGAUM CHIKKODI
1383,NA0386,NA03,GOVT HIGH SCHOOL,NAGARALA,CHIKKODI TQ,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
1384,NA0387,NA08,GOVT URDU  HIGH SCHOOL,KUDACHI (RURAL),RAIABAG TQ,BELAGAVI DIST,,NA,G,R,RAIBAG,BELGAUM CHIKKODI
1385,NA0388,NA03,GOVT HIGH SCHOOL,CHIKKODI,CHIKKODI TQ,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
1386,NA0389,NA01,GOVT HIGH SCHOOL,SEGUNASI,ATHANI TQ,BELAGAVI DIST,,NA,G,R,ATHANI,BELGAUM CHIKKODI
1387,NA0390,NA08,GOVT HIGH SCHOOL,MUGALAKHOD,RAYABAG TQ,BELAGAVI DIST,,NA,G,R,RAIBAG,BELGAUM CHIKKODI
1388,NA0391,NA04,GOVT HIGH SCHOOL,MAKKALA GERI,GOKAK TQ,BELAGAVI DIST,,NA,G,R,GOKAK,BELGAUM CHIKKODI
1389,NA0392,NA06,GOVT KANNADA/URDU HIGH SCHOOL,SHERAGUPPI,ATHANI TQ,BELAGAVI DIST,,NA,G,R,ATHANI,BELGAUM CHIKKODI
1390,NA0393,NA06,GOVT HIGH SCHOOL,UGARA,KHURD,"ATHANI TQ, BELAGAVI DIST",,NA,G,R,ATHANI,BELGAUM CHIKKODI
1391,NA0394,NA02,GOVT HIGH SCHOOL,NIPPANI,CHIKKODI TQ,BELAGAVI DIST,,NA,G,U,CHIKODI,BELGAUM CHIKKODI
1392,NA0395,NA03,GOVT HIGH SCHOOL,BELAKUD,CHIKKODI TQ,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
1393,NA0396,NA07,JNANA JYOTHI KANNADA HIGH SCHOOL,KOWJALAGI,GOKAK TQ,BELAGAVI DIST,,NA,A,R,GOKAK,BELGAUM CHIKKODI
1394,NA0397,NA02,VIDYA SAGAR MARATI MEDIUM HIGH SCHOOL,BORAGAUM,CHIKKODI TQ,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
1395,MA0312,MA02,GOVT HIGH SCHOOL,MAKARAVALLI,HANGAL TQ,HAVERI DIST,,NA,G,R,HANAGAL,HAVERI
1396,MA0313,MA05,GOVT HIGH SCHOOL,HULIKATTE,RANIBENNUR TQ,HAVERI DIST,,NA,G,R,RANEBENNUR,HAVERI
1397,NN0430,NN02,SRI MORARJI DESAI RESIDENTIAL SCHOOL,SANTHI BASTAWAD,BELAGAVI TALUQ,BELAGAVI DISTRICT,,NA,G,R,BELGAUM,BELGAUM
1398,RR0335,RR01,SRI SHANTHAMURTHY HIGH SCHOOL,GABBURA,DEVDURGA TALUK,RAICHUR DISTRICT,,584113,U,R,DEVADURGA,RAICHUR
1399,RR0336,RR04,MUNNURUKAPU HIGH SCHOOL,MUNNURAVADI,RAICHUR,RAICHUR DISTRICT,,584101,U,U,RAICHUR,RAICHUR
1400,QQ0570,QQ03,GOVT HIGH SCHOOL,SHADIPURA,CHINCHOLI TALUK,KALABURAGI DISTRICT,,585305,G,R,CHINCHOLI,GULBARGA
1401,QQ0571,QQ05,SRI VIVEKANANDA HIGH SCHOOL,GANGANAGAR,"BRAMHAPURA, KALABURAGI",KALABURAGI DISTRICT,,585103,U,U,GULBARGA NORTH,GULBARGA
1402,QQ0572,QQ05,DARYN  URDU HIGH SCHOOL,HAGARGA ROAD,GILBARGA,KALABURAGI DISTRICT,,585104,U,U,GULBARGA NORTH,GULBARGA
1403,QQ0573,QQ05,DARYN URDU GIRLS HIGH SCHOOL,MEHABOOB NAGAR LAYOUT,"RING ROAD, KALABURAGI",KALABURAGI DISTRICT,,NA,U,U,GULBARGA NORTH,GULBARGA
1404,QQ0574,QQ05,GOVT URDU HIGH SCHOOL,SONIAGANDHI COLONY,KALABURAGI,KALABURAGI DISTRICT,,585104,G,U,GULBARGA NORTH,GULBARGA
1405,QQ0575,QQ05,SRI BHOGESHWARA KAN MED HIGH SCHOOL,SWAMY VIVEKANANDA NAGAR,"SANTHOSH COLONY, ALAND ROAD","KALABURAGI TQ, KALABURAGI DIST",,585101,U,U,GULBARGA NORTH,GULBARGA
1406,QQ0576,QQ05,SRI MOUNADHISHWARA HIGH SCHOOL,KINNISADAK,KALABURAGI TALUK,KALABURAGI DISTRICT,,585313,U,R,GULBARGA NORTH,GULBARGA
1407,QQ0577,QQ07,BHARATHIYA VIDYA MANDIRA HIGH SCHOOL,SIRANURA GRAMA,"JEVARGI MAIN ROAD, KALABURAGI TQ",KALABURAGI DISTRICT,,NA,U,R,GULBARGA SOUTH,GULBARGA
1408,QQ0578,QQ01,SRI SEVALALA MAHARAJA HIGH SCHOOL,GOBBURAVADI THANDA,AFZALPUR TALUK,KALABURAGI DISTRICT,,585265,U,R,AFZALPUR,GULBARGA
1409,QQ0579,QQ05,FLORA PUBLIC HIGH SCHOOL,(KAN MED) NEW RAGHAVENDRA COLONY,"NEAR POLICE STATION, KALABURAGI",KALABURAGI DISTRICT,,585103,U,U,GULBARGA NORTH,GULBARGA
1410,QQ0580,QQ05,FLORA PUBLIC HIGH SCHOOL,(ENG MED)NEW RAGHAVENDRA COLONY,"NEAR POLICE STATION, KALABURAGI",KALABURAGI DISTRICT,,585103,U,U,GULBARGA NORTH,GULBARGA
1411,QQ0581,QQ02,JNANA DEEKSHA GIRLS HIGH SCHOOL,MADANA HIPPARGA,ALAND TALUK,KALABURAGI DISTRICT,,585236,U,R,ALAND,GULBARGA
1412,QQ0582,QQ08,GOVT HIGH SCHOOL,NEELAHALLI,SEDAM TALUK,KALABURAGI DISTRICT,,585317,G,R,SEDAM,GULBARGA
1413,QQ0583,QQ08,GNYANA VAHINI HIGH SCHOOL,KODLA,SEDAM TALUK,KALABURAGI DISTRICT,,585222,U,R,SEDAM,GULBARGA
1414,QQ0584,QQ02,GOVT HIGH SCHOOL,KHANDALA,ALAND TALUK,KALABURAGI DISTRICT,,585314,G,R,ALAND,GULBARGA
1415,QQ0585,QQ07,SHANKARAGOWDA POLICE PATILA ANDOLA HIGH SCHOOL,G.D.A. LAYOUT,"RINGROAD, KALABURAGI",KALABURAGI DISTRICT,,585102,U,U,GULBARGA SOUTH,GULBARGA
1416,QQ0586,QQ07,KAYAKA FOUNDATION HIGH SCHOOL,"BALAJINAGAR, OLD JEVARGI ROAD",KALABURAGI,KALABURAGI DISTRICT,,585102,U,U,GULBARGA SOUTH,GULBARGA
1417,QQ0587,QQ07,SONIA GANDHI HIGH SCHOOL,AMBIKA NAGAR,KALABURAGI,KALABURAGI DISTRICT,,585102,U,U,GULBARGA SOUTH,GULBARGA
1418,QQ0588,QQ07,DEVANANDA HIGH SCHOOL,RAJAPURA,KALABURAGI TALUK,KALABURAGI DISTRICT,,NA,U,U,GULBARGA SOUTH,GULBARGA
1419,QQ0589,QQ01,MATHOSHRI HIGH SCHOOL,CHOUDAPURA,AFZALPUR TALUK,KALABURAGI DISTRICT,,585265,U,R,AFZALPUR,GULBARGA
1420,QQ0590,QQ05,A S KANTIKAR HIGH SCHOOL,MAHAGAON CROSS,KALABURAGI TALUK,KALABURAGI DISTRICT,,585316,U,R,GULBARGA NORTH,GULBARGA
1421,QQ0591,QQ05,V P CONVENT ENG MED HIGH SCHOOL,M B NAGAR,KALABURAGI,KALABURAGI DISTRICT,,585105,U,U,GULBARGA NORTH,GULBARGA
1422,QQ0592,QQ01,MORARJI DESAI MODEL RESI SCHOOL (S.C.),KARAJAGI,AFZALPUR TALUK,KALABURAGI DISTRICT,,585317,G,R,AFZALPUR,GULBARGA
1423,QQ0593,QQ03,SRI VEERENDRA PATIL PUBLIC SCHOOL,(KANNADA MEDIUM) CHINCHOLI,CHICHOLI TALUK,KALABURAGI DISTRICT,,585307,U,U,CHINCHOLI,GULBARGA
1424,QQ0594,QQ03,SRI VEERENDRA PATIL PUBLIC SCHOOL,(ENGLISH MEDIUM) CHINCHOLI,CHINCHOLI TALUK,KALABURAGI DISTRICT,,585307,U,U,CHINCHOLI,GULBARGA
1425,QQ0595,QQ04,MINI ROSE PUBLIC HIGH SCHOOL,HONAGUNTA ROAD,"SHAHABAD, CHITHAPUR TALUK",KALABURAGI DISTRICT,,585228,U,U,CHITTAPUR,GULBARGA
1426,QQ0596,QQ07,AKKA NAGAMBIKA HIGH SCHOOL,KARUNESHWARA NAGAR,KALABURAGI,KALABURAGI DISTRICT,,585102,U,U,GULBARGA SOUTH,GULBARGA
1427,QQ0597,QQ04,SRI SHAMBHULINGESHWARA H. S.,DIGGAON,CHITHAPUR TALUK,KALABURAGI DISTRICT,,585240,U,R,CHITTAPUR,GULBARGA
1428,QQ0598,QQ05,MILENIUM KAN MED HIGH SCHOOL,VIVEKANANDA NAGAR,"SANTHOSH COLONY, KALABURAGI",KALABURAGI DISTRICT,,NA,U,U,GULBARGA NORTH,GULBARGA
1429,QQ0630,QQ02,SRI. SHA BRA.BALATAPASVI DVITHIYA SAMBA SHIVAYOGI,"SHIVAACHARYA VIDYA SAMSTHE,","V.K. SALAGARA,","ALAND TALUK,",GULBURGA DISTRICT,NA,U,R,ALAND,GULBARGA
1430,RA0237,RA04,JNANA VAHINI HIGH SCHOOL,"RAMANAGARA,",YALABURGA TALUQ,KOPPAL TALUQ,,583236,U,U,YELBURGA,KOPPAL
1431,RA0238,RA02,"SARASWATHI VIDYA MANDIRA HIGH SCHOOL,","NANDINAGARA,",KOPPAL TALUQ,KOPPAL DISTRICT,,583231,U,U,KOPPAL,KOPPAL
1432,RA0239,RA03,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),MANEDHALA,KUSHTAGI TALUQ,KOPPAL DISTRICT,,NA,G,R,KUSTAGI,KOPPAL
1433,RA0240,RA03,UPGRADED GOVERNMENT HIGH SCHOOL (RMSA),"KANDAKOORU,",KUSHTAGI TALUQ,KOPPAL DISTRICT,,NA,G,R,KUSTAGI,KOPPAL
1434,RA0241,RA03,"UPGRADED GOVERNMENT URDU  HIGH SCHOOL, (RMSA)","HANAMASAGARA,",KUSHTAGI TALUK,KOPPAL DISTRICT,,NA,G,R,KUSTAGI,KOPPAL
1435,DA0255,DA03,"MORARJI DESAI MODEL RESIDENTIAL SCHOOL,","BANASHANKARI EXTENTION,","PAVAGADA TOWN,",MADHUGIRI EDNL. DIST.,TUMAKURU,561202,G,U,PAVAGADA,TUMKUR MADHUGIRI
1436,DA0256,DA03,"SAHANA ENGLISH MEDIUM HIGH SCHOOL,","KOTAGUDDA,","PAVAGADA TQ,",MADHUGIRI EDNL DIST.,TUMAKURU,NA,U,R,PAVAGADA,TUMKUR MADHUGIRI
1437,DD0459,DD05,"NEHARU ENGLISH MEDIUM HIGH SCHOOL,","GULURU,",TUMAKURU TQ & DIST.,,,NA,U,R,TUMKUR,TUMKUR
1438,DD0460,DD05,"SRI SIDDAGANGA ENGLISH MEDIUM HIGH SCHOOL,","EXHIBITION PREMISES,","SRI SIDDAGANGA MUTT,",TUMAKURU TQ & DIST.,,572104,U,U,TUMKUR,TUMKUR
1439,DD0461,DD05,"VIVEKANANDA HIGH SCHOOL,","VINOBHANAGAR,",TUMAKURU TQ & DIST.,,,NA,U,U,TUMKUR,TUMKUR
1440,DD0462,DD02,"SRI MORARJIDESAI  RESIDENTIAL SCHOOL, (SC)","BIKKEGUDDA,","GUBBI TQ,", TUMAKURU DIST.,,NA,G,R,GUBBI,TUMKUR
1441,FF0430,FF04,SRI VENKATESHWARA VIDYA NIKETHANA HIGH SCHOOL,KALENAHALLY,MANDYA SOUTH TALUK,MANDYA DISTRICT,,571402,U,R,MANDYA SOUTH,MANDYA
1442,MA0320,MA05,PURADALA SMT. MALIYAMMA BASAPPA GOVT HIGH SCHOOL,HEDIYALA,RANIBENNUR TQ,HAVERI DIST,,NA,G,R,RANEBENNUR,HAVERI
1443,MA0321,MA05,GOVT HIGH SCHOOL,HOSAHULIHALLI,RANIBENNUR TQ,HAVERI DIST,,NA,G,R,RANEBENNUR,HAVERI
1444,MA0322,MA05,SRI GAYITHRI MAHILA HIGH SCHOOL,RANIBENNUR,HAVERI DIST,,,581115,U,U,RANEBENNUR,HAVERI
1445,MA0323,MA05,SRI VIJENDRA VIDYA SAMSTHE (R) SRI MARUTHI H.S,MEDLERI,RANIBENNUR TQ,HAVERI DIST,,NA,U,R,RANEBENNUR,HAVERI
1446,MA0324,MA05,JAI MARUTHI VIDYA SAMSTHE (R) SRI MARUTHI H.S,GUDDADA ANVERI,RANIBENNUR TQ,HAVERI DIST,,NA,U,R,RANEBENNUR,HAVERI
1447,MA0325,MA07,HUSAINIYA URDU HIGH SCHOOL,"MANDAL MOHALLA,  BANKAPUR",SHIGGAON TQ,HAVERI DIST,,NA,U,U,SHIGGOAN,HAVERI
1448,MB0226,MB01,GOVT HIGH SCHOOL,RAJIVGANDHINAGARA,GADAG TQ,GADAG DIST,,NA,G,U,GADAG CITY,GADAG
1449,MB0227,MB05,GOVT HIGH SCHOOL,RONA,RONA TQ,GADAG DIST,,NA,G,U,RON,GADAG
1450,MB0228,MB03,GOVT HIGH SCHOOL,HALLIKERI,MUNDARGI TQ,GADAG DIST,,NA,G,R,MUNDARAGI,GADAG
1451,MB0229,MB04,GOVT HIGH SCHOOL,KURLAGERI POST,"BANAHATTI, NARAGUND TQ",GADAG DIST,,NA,G,R,NARAGUND,GADAG
1452,MB0230,MB03,GOVT HIGH SCHOOL,NAGARAHALLI,MUNDARGI TQ,GADAG DIST,,NA,G,R,MUNDARAGI,GADAG
1453,MB0231,MB05,GOVT HIGH SCHOOL,ABBIGERE,RONA TQ,GADAG DIST,,NA,G,R,RON,GADAG
1454,MB0232,MB05,GOVT  HIGH SCHOOL,SHANTAGIRI,RON TQ,GADAG DIST,,NA,G,R,RON,GADAG
1455,MB0233,MB06,GOVT HIGH SCHOOL,BATTURA,SHIRAHATTI TQ,GADAG DIST,,NA,G,R,SHIRHATTI,GADAG
1456,MB0234,MB02,GOVT GIRLS HIGH SCHOOL,LAKKUNDI,GADAG  TQ,GADAG DIST,,NA,G,R,GADAG RURAL,GADAG
1457,MB0235,MB05,GOVT HIGH SCHOOL,MENASAGI,RONA TQ,GADAG DIST,,NA,G,R,RON,GADAG
1458,MB0236,MB03,SRI BASAVESHWARA HIGH SCHOOL,VENKATAPURA,MUNDARGI TQ,GADAG DIST,,NA,U,R,MUNDARAGI,GADAG
1459,MB0237,MB04,NAVODAYA EDN INST OF RAMAPPA LAKSHAMAPPA,ONTU GODI MEM. E M H S,"ADHYAPAKANAGAR, NARAGUND", NARAGUND TQ GADAG DIST,,NA,U,U,NARAGUND,GADAG
1460,MM0286,MM05,GOVT HIGH SCHOOL,BAGADAGERI,KALAGHATAGI TQ,DHARWAD DIST,,NA,G,R,KALGHATAGI,DHARWAD
1461,MM0287,MM03,GOVT  HIGH SCHOOL,KURUBAGATTI,DHARAWAD TQ,DHARWAD DIST,,NA,G,R,DHARWAD,DHARWAD
1462,MM0288,MM03,GOVT  HIGH SCHOOL,BENACHI,DHARWAD TQ,DHARWAD DIST,,NA,G,R,DHARWAD,DHARWAD
1463,MM0289,MM07,GOVT HIGH SCHOOL,HALAKUSUGALLA,NAVALAGUNDA TQ,DHARWAD DIST,,NA,G,R,NAVALGUND,DHARWAD
1464,MM0290,MM03,GOVT HIGH SCHOOL,KALAKERE,DHARWAD TQ,DHARWAD DIST,,NA,G,R,DHARWAD,DHARWAD
1465,TT0408,TT01,GOOD SHEPHERD ENGLISH MEDIUM HIGH SCHOOL,"MOKA ROAD, NEW MOKA",BALLARI TALUK,BALLARI DISTRICT,,583117,U,R,BELLARY,BELLARY
1466,TT0409,TT02,JNANAGANGA HIGH SCHOOL,HAGARIBOMMANAHALLI,HAGARIBOMMANAHALLI TALUK,BALLARI DISTRICT,,583212,U,R,HAGARIBOMMANAHALLI,BELLARY
1467,TT0410,TT02,JNANADEEPA GIRLS HIGH SCHOL,HAGARIBOMMANAHALLI,HAGARIBOMMANAHALLI TALUK,BALLARI DISTRICT,,583212,U,R,HAGARIBOMMANAHALLI,BELLARY
1468,TT0411,TT04,SRI VIDYANJALI HIGH SCHOOL,NEAR BUS STAND,HUVINAHADAGALI,BALLARI DISTRICT,,NA,U,U,HADAGALI,BELLARY
1469,TT0412,TT03,SMT KATTA KRISHNAVENAMMA MEMORIAL,HIGH SCHOOL,HOSAPET,BALLARI DIST,,NA,U,U,HOSPET,BELLARY
1470,TT0413,TT06,SRI SHAILESHWARA  HIGH SCHOOL,"(ENGLISG MEDIUM) 14TH WARD,",SANDUR,BALLARI DISTRICT,,583119,U,U,SANDUR,BELLARY
1471,TT0414,TT08,ST JOSEPH'S BOYS HIGH SCHOOL,COWL BAZAAR,BALLARI,BALLARI DISTRICT,,583102,U,U,BELLARY,BELLARY
1472,TT0415,TT06,ABHINAVA VIDYAMANDIRA ENG MED HIGH SCHOOL,YASHAWANTHA NAGAR,"SANDUR, SANDUR TALUK",BALLARI DISTRICT,,583124,U,R,SANDUR,BELLARY
1473,TT0416,TT05,ST MICHAEL  SCHOOL,SANDUR ROAD,KUDLIGI,BALLARI DIST,,583135,U,U,KUDLIGI,BELLARY
1474,TT0417,TT01,NAGAPPA BALAVIHARA ENG MED HIGH SCHOOL,PARVATHI NAGAR,"2ND CROSS, WARD NO 18, BALLARI",BALLARI DISTRICT,,583102,U,R,BELLARY,BELLARY
1475,TT0418,TT08,WISDOM LAND HIGH SCHOOL,SANGANKAL,BALLARI TALUK,BALLARI DISTRICT,,583103,U,R,BELLARY,BELLARY
1476,TT0419,TT08,MORARJI DESAI RESI SCHOOL,HOSAYARRAGUDI,"MOKA ROAD, BALLARI TALUK",BALLARI DISTRICT,,583117,G,R,BELLARY,BELLARY
1477,TT0420,TT02,INDIRAGANDHI ENG MED HIGH SCHOOL,HAGARIBOMMANAHALLI,HAGARIBOMMANAHALLI TALUK,BALLARI DISTRICT,,583212,U,R,HAGARIBOMMANAHALLI,BELLARY
1478,RR0326,RR05,GOVT HIGH SCHOOL,UDBAL (U),SINDHANUR TALUK,RAICHUR DISTRICT,,584138,G,R,SINDHANUR,RAICHUR
1479,RR0327,RR03,GOVT HIGH SCHOOL,MALLADAGUDDA,MANVI TALUK,RAICHUR DISTRICT,,NA,G,R,MANVI,RAICHUR
1480,RR0328,RR02,GOVT HIGH SCHOOL,"CHIKKAHESARURU,",CHIKKAHESARURU POST,LINGASUGURU TALUK,RAICHUR DISTRICT,584122,G,R,LINGASUGUR,RAICHUR
1481,RR0329,RR01,DON BOSCO ENG MED HIGH SCHOOL,CHANDANAKERI ROAD,DEVDURGA TALUK,RAICHUR DISTRICT,,584111,U,U,DEVADURGA,RAICHUR
1482,RR0330,RR04,VIJAYANAGAR HIGH SCHOOL,"STATION ROAD, NEAR I.B.",RAICHUR,RAICHUR DSITRICT,,584101,U,U,RAICHUR,RAICHUR
1483,CC0279,CC05,MORARJI DESAI MINORITY RESIDENTIAL SCHOOL,MULABAGAL (TOWN),KOLAR DIST,,,563131,G,U,MULBAGAL,KOLAR
1484,CC0280,CC02,JAIN ENGLISH HIGH SCHOOL,"BARATH NAGAR, BEML","D.K. HALLI ROAD, K.G.F.",KOLAR DIST,,NA,U,R,K G F,KOLAR
1485,CC0281,CC02,EXCELLENT ENGLISH HIGH SCHOOL,OPP VETERINARY HOSPITAL,"B.M. ROAD, ANDERSON PET, K.G.F.",KOLAR DIST,,563113,U,U,K G F,KOLAR
1486,CC0282,CC03,GOVT HIGH SCHOOL,RAJAKALLAHALLI,KOLAR TALUK,KOLAR DIST,,563101,G,R,KOLAR,KOLAR
1487,RR0316,RR02,SRI BASAVESHWARA HIGH SCHOOL,HUTTI CAMP,"HUTTI, LINGASAGURU TQ",RAICHUR DIST,,584115,U,R,LINGASUGUR,RAICHUR
1488,OO0402,OO02,SNEHA SANGAMA UNAIDED ENG MED HIGH SCHOOL,"GYANI COLONY, VIJAYAPURA",VIJAYAPURA TALUK,VIJAYAPURA DISTRICT,,NA,U,U,BIJAPUR,BIJAPUR
1489,OO0403,OO05,SHANTHI NIKETHANA HIGH SCHOOL,INDI,INDI TALUK,VIJAYAPURA DISTRICT,,NA,U,U,INDI,BIJAPUR
1490,OO0404,OO02,BANJARA ENGLISH MEDIUM HIGH SCHOOL,"BANJARANAGARA, VIJAYAPURA",VIJAYAPURA TALUK,VIJAYAPURA DISTRICT,,NA,U,U,BIJAPUR,BIJAPUR
1491,OO0405,OO03,JNANAJYOTI ENGLISH MEDIUM HIGH SCHOOL,"ARAKERI, NH-13, VIJAYAPURA",VIJAYAPURA TALUK,VIJAYAPURA DISTRICT,,NA,U,R,BIJAPUR,BIJAPUR
1492,OO0406,OO07,MORARJI DESAI MODEL RESIDENTIAL SCHOOL,GUBBEWADA,SINDAGI TALUK,VIJAYAPURA DISTRICT,,NA,G,R,SINDAGI,BIJAPUR
1493,OO0407,OO03,MORARJI DESAI MODEL RESIDENTIAL SCHOOL,ARAKERI,VIJAYAPURA TALUK,VIJAYAPURA DISTRICT,,NA,G,R,BIJAPUR,BIJAPUR
1494,OO0408,OO07,GOVT HIGH SCHOOL (RMSA),KHAINUR,SINDAGI TALUK,VIJAYAPURA DISTRICT,,NA,G,R,SINDAGI,BIJAPUR
1495,OO0409,OO02,SATHYA SAIBABA ENG MED HIGH SCHOOL,"SINDAGI ROAD, YOGAPUR",VIJAYAPURA TALUK,VIJAYAPURA DISTRICT,,NA,U,U,BIJAPUR,BIJAPUR
1496,OO0410,OO07,VENKATESHWARA ENGLISH MEDIUM HIGH SCHOOL,DEVARA HIPPARAGI,SINDAGI TALUK,VIJAYAPURA DISTRICT,,NA,U,R,SINDAGI,BIJAPUR
1497,OO0411,OO01,GOVT HIGH SCHOOL (RMSA),TALEWAD,BASAVANABAGEWADI TALUK,VIJAYAPURA DISTRICT,,586104,G,R,BASAVAN  BAGEWADI,BIJAPUR
1498,OO0412,OO03,SRI SARASWATHI ENG MED HIGH SCHOOL,"KUMARANAGAR, NEAR SOLAPUR BYPASS","NH-13, BARATAGI ROAD, VIJAYAPURA",VIJAYAPURA DISTRICT,,586104,U,R,BIJAPUR,BIJAPUR
1499,NA0398,NA02,GOVT HIGH SCHOOL,BARAWADA,SADALAGA CHIKKODI TQ,BELAGAVI DIST,,NA,G,R,CHIKODI,BELGAUM CHIKKODI
