"","Block_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"252267","MOODIGERE",1,224,0,0,0,0,0,3,1,1,1,1,5,5,1,10,0,0,5,0,0
"252359","MOODIGERE",1,235,3,0,0,0,0,4,1,1,1,1,9,2,11,11,0,0,5,1,0
"252516","BIRURU",1,220,0,0,0,0,0,3,1,1,0,1,6,4,10,10,0,0,5,1,0
"252639","BIRURU",1,230,0,0,0,0,0,4,1,1,1,0,9,0,2,9,0,0,5,1,0
"252939","CHIKNAYAKANHALLI",1,234,0,0,0,0,0,4,1,1,0,0,7,3,7,8,83,1,5,1,0
"253024","CHIKNAYAKANHALLI",1,232,1,0,0,0,0,10,1,1,1,1,5,10,11,15,0,0,5,0,0
"253037","GUBBI",0,232,2,0,0,0,0,32,1,1,1,1,12,26,18,20,0,0,5,0,0
"253039","GUBBI",0,220,5,0,0,0,0,19,1,1,1,1,3,7,7,10,0,0,5,0,0
"253041","GUBBI",0,219,0,0,0,0,0,35,1,1,1,1,10,5,13,15,0,0,5,0,0
"253051","GUBBI",0,230,0,0,0,0,0,2,1,1,0,1,1,3,4,4,0,0,5,1,0
"253077","GUBBI",1,210,10,0,0,0,0,2,1,1,1,1,2,2,2,4,0,0,5,1,0
"253117","GUBBI",1,227,0,0,0,0,0,20,1,1,1,1,6,7,11,13,0,0,5,0,0
"253335","GUBBI",1,232,4,0,0,0,0,2,1,1,1,0,7,1,7,8,0,0,5,1,0
"253370","GUBBI",1,241,0,5000,5000,1500,1500,3,1,1,0,1,7,0,5,7,0,0,5,1,0
"253455","GUBBI",1,224,2,0,0,0,0,10,1,1,1,1,3,11,5,13,0,0,5,0,0
"253583","TURUVEKERE",1,228,4,0,0,0,0,20,1,1,1,1,5,5,5,10,0,0,5,0,0
"253716","TURUVEKERE",1,221,4,0,0,0,0,22,1,1,1,1,5,7,9,11,0,0,5,0,0
"253820","TURUVEKERE",0,230,0,0,0,0,0,2,1,1,0,0,2,6,6,7,0,0,5,1,0
"253821","TURUVEKERE",0,230,0,0,0,0,0,1,1,1,0,0,1,2,3,3,0,0,5,1,0
"253892","TIPTUR",1,210,0,0,0,0,0,2,1,1,0,1,2,3,5,5,0,0,5,1,0
"254138","TIPTUR",0,210,0,0,0,0,0,24,1,1,1,1,3,2,5,5,0,0,5,0,0
"254196","TUMKUR",0,221,0,0,0,0,0,8,1,1,0,1,2,3,3,5,0,0,5,0,0
"254258","TUMKUR",0,233,0,0,0,0,0,6,1,1,1,1,2,1,3,3,0,0,5,1,0
"254268","TUMKUR",0,226,1,0,0,0,0,15,1,1,1,1,0,7,6,7,0,0,5,0,0
"254271","TUMKUR",0,230,0,0,0,0,0,6,1,0,1,1,0,6,5,6,0,0,5,0,0
"254272","TUMKUR",0,218,6,0,0,0,0,5,1,1,1,0,3,1,4,4,0,0,5,1,0
"254275","TUMKUR",0,222,0,0,0,0,0,10,1,1,1,0,9,7,0,16,0,0,5,0,0
"254276","TUMKUR",0,223,5,0,0,0,0,3,1,1,1,0,1,8,3,9,0,0,5,1,0
"254298","TUMKUR",0,243,0,0,0,0,0,1,0,1,1,1,0,2,1,2,0,0,5,0,0
"254311","TUMKUR",0,232,8,0,0,0,0,12,1,1,1,1,1,3,4,4,0,0,5,0,0
"254316","TUMKUR",0,221,3,0,0,0,0,7,1,1,1,1,1,3,4,4,0,0,5,0,0
"254326","TUMKUR",1,246,3,0,0,0,0,5,1,1,1,1,9,6,11,15,0,0,5,0,0
"254328","TUMKUR",1,211,0,0,0,0,0,25,1,1,1,1,4,0,3,4,0,0,5,0,0
"254329","TUMKUR",1,210,0,0,0,0,0,1,0,1,0,1,2,2,4,4,0,0,5,1,0
"254331","TUMKUR",1,225,1,0,0,0,0,9,1,1,1,1,0,8,4,8,0,0,5,0,0
"254350","TUMKUR",1,218,3,0,0,0,0,11,1,1,0,1,3,7,3,10,0,0,5,0,0
"254351","TUMKUR",1,235,3,0,0,0,0,16,1,1,1,1,3,6,1,9,0,0,5,0,0
"254391","TUMKUR",0,231,2,0,0,0,0,14,1,1,1,1,8,7,6,15,0,0,5,0,0
"254392","TUMKUR",0,225,1,0,0,0,0,14,1,1,1,1,3,2,5,0,0,0,5,0,0
"254499","TUMKUR",1,236,0,0,0,0,0,11,1,1,1,1,3,5,2,8,0,0,5,0,0
"254519","TUMKUR",1,231,4,0,0,0,0,14,1,1,1,1,6,6,12,12,0,0,5,0,0
"254528","TUMKUR",1,224,0,0,0,0,0,19,1,1,1,1,4,3,7,7,0,0,5,0,0
"254608","TUMKUR",1,244,2,0,0,0,0,8,1,1,1,1,7,1,4,8,0,0,5,1,0
"254742","TUMKUR",1,220,0,0,0,0,0,12,1,1,1,1,3,5,3,8,0,0,5,0,0
"254823","TUMKUR",1,225,0,0,0,0,0,12,1,1,1,1,15,17,20,32,0,0,5,0,0
"254911","KUNIGAL",1,224,0,0,0,0,0,4,0,1,1,1,2,0,2,2,0,0,5,1,0
"254912","KUNIGAL",1,234,5,0,0,0,0,7,1,1,1,1,6,0,5,2,0,0,5,0,0
"254968","KUNIGAL",1,236,1,0,0,0,0,4,1,1,1,1,5,2,7,7,0,0,5,1,0
"255056","KUNIGAL",0,228,0,0,0,0,0,18,1,1,1,1,6,10,9,16,0,0,5,0,0
"255139","KUNIGAL",1,234,7,0,0,0,0,2,1,1,1,1,2,8,5,10,0,0,5,0,0
"255286","KUNIGAL",0,227,6,0,0,0,0,25,1,1,1,1,6,18,20,23,0,0,5,0,0
"255291","KUNIGAL",0,238,3,0,0,0,0,5,1,1,0,0,4,1,1,5,0,0,5,0,0
"255658","BANGARAPETE",0,230,2,0,0,0,0,8,1,1,1,0,1,1,2,2,0,0,5,0,1
"255709","KOLAR",1,235,2,0,0,0,0,20,1,1,1,1,3,11,14,11,0,0,5,0,1
"255718","KOLAR",1,225,0,0,0,0,0,7,1,1,1,1,8,3,11,11,0,0,5,0,1
"255758","KOLAR",1,226,1,12000,12000,0,0,9,1,1,1,1,2,13,4,15,0,0,5,0,1
"255769","KOLAR",1,226,5,0,0,0,0,10,1,1,1,1,4,10,7,14,0,0,5,0,1
"255895","KOLAR",1,222,1,0,0,0,0,5,0,0,0,1,1,1,1,2,0,0,5,1,1
"255942","KOLAR",1,232,4,0,0,0,0,14,1,1,1,1,4,10,14,14,0,0,5,0,1
"255958","KOLAR",1,225,2,0,0,0,0,5,1,1,1,1,1,1,1,2,0,0,5,1,1
"255984","KOLAR",1,220,2,0,0,0,0,12,1,1,1,0,2,11,13,13,0,0,5,0,1
"256006","KOLAR",1,238,0,0,0,0,0,13,1,1,1,1,5,7,12,7,0,0,5,0,1
"256048","KOLAR",1,235,0,0,0,0,0,12,1,1,0,1,2,8,8,10,0,0,5,0,1
"256056","KOLAR",0,244,2,0,0,0,0,24,1,1,1,1,14,15,21,29,0,0,5,0,1
"256065","KOLAR",0,210,5,0,0,0,0,10,1,1,1,1,4,13,10,17,0,0,5,0,1
"256066","KOLAR",0,246,3,0,0,0,0,17,1,1,1,1,8,7,11,15,0,0,5,0,1
"256073","KOLAR",0,227,1,0,0,0,0,30,0,0,1,0,6,18,16,24,0,0,5,0,1
"256076","KOLAR",0,208,1,0,0,0,0,4,1,1,1,0,1,6,0,7,0,0,5,1,1
"256083","KOLAR",0,224,5,0,0,0,0,15,1,1,1,1,1,13,10,14,0,0,5,0,1
"256084","KOLAR",0,236,3,0,0,0,0,15,1,0,1,1,5,7,0,12,0,0,5,0,1
"256089","KOLAR",0,220,4,0,0,0,0,9,1,0,1,1,3,7,7,10,0,0,5,0,1
"256090","KOLAR",0,234,1,0,0,0,0,44,1,1,1,1,10,33,33,43,0,0,5,0,1
"256095","KOLAR",0,238,0,0,0,0,0,20,1,1,1,1,5,10,7,15,0,0,5,0,1
"256113","KOLAR",0,228,2,0,0,0,0,9,1,1,1,1,3,4,1,7,0,0,5,0,1
"256114","KOLAR",1,227,0,0,0,0,0,17,1,1,1,0,5,20,19,25,0,0,5,0,1
"256129","KOLAR",0,222,1,0,0,0,0,14,1,1,1,1,4,11,10,15,0,0,5,0,1
"256165","MALUR",0,214,2,0,0,0,0,13,1,1,1,1,7,11,14,18,0,0,5,0,1
"256478","MALUR",1,225,0,0,0,0,0,10,1,1,1,1,5,5,6,10,0,0,5,0,1
"256541","MULBAGAL",1,220,2,0,0,0,0,14,1,1,1,1,1,1,0,2,0,0,5,0,1
"256597","MULBAGAL",1,252,0,0,0,0,0,2,0,1,0,0,4,2,6,3,0,0,5,1,1
"256894","MULBAGAL",1,220,8,0,0,0,0,6,1,1,1,1,4,1,5,5,0,0,5,0,1
"256930","MULBAGAL",1,225,0,0,0,0,0,9,1,1,1,0,7,2,9,9,0,0,5,1,1
"256931","MULBAGAL",1,228,0,0,0,0,0,2,1,1,0,1,1,6,7,7,0,0,5,1,1
"256936","MULBAGAL",1,225,0,0,0,0,0,3,1,1,1,0,6,1,0,7,0,0,5,1,1
"257020","SRINIVASAPUR",1,232,0,0,0,0,0,12,1,1,1,1,9,4,10,13,0,0,5,0,1
"257037","SRINIVASAPUR",1,237,4,0,0,0,0,12,1,1,1,1,7,5,12,12,0,0,5,0,1
"257038","SRINIVASAPUR",1,247,3,0,0,0,0,28,1,1,1,1,9,6,15,14,0,0,5,0,1
"257039","SRINIVASAPUR",1,246,1,0,0,0,0,15,1,1,1,1,2,4,6,6,0,0,5,0,1
"257065","SRINIVASAPUR",1,230,4,0,0,0,0,10,1,1,1,1,6,3,5,9,0,0,5,0,1
"257129","SRINIVASAPUR",1,229,5,0,0,0,0,16,1,1,1,1,5,7,10,12,10,1,5,0,1
"257130","SRINIVASAPUR",1,247,1,0,0,0,0,9,1,1,1,1,2,10,9,12,0,0,5,0,1
"257224","SRINIVASAPUR",1,223,4,0,0,0,0,10,1,1,1,1,6,2,8,8,0,0,5,1,1
"257246","SRINIVASAPUR",1,238,3,0,0,0,0,23,1,1,1,1,11,4,14,15,0,0,5,0,1
"257247","SRINIVASAPUR",1,226,0,0,0,0,0,15,1,1,1,1,14,1,15,15,0,0,5,0,1
"257252","SRINIVASAPUR",1,241,0,0,0,0,0,14,1,1,1,1,3,4,3,7,0,0,5,0,1
"257285","SRINIVASAPUR",0,249,1,0,0,0,0,14,1,1,1,1,5,7,10,12,0,0,5,0,1
"257289","SRINIVASAPUR",0,239,0,0,0,0,0,13,1,1,1,1,7,9,6,16,0,0,5,0,1
"257291","SRINIVASAPUR",0,220,0,0,0,0,0,10,1,1,1,1,1,8,7,9,0,0,5,1,1
"257357","K G F",1,241,10,0,0,0,0,4,1,1,1,1,2,0,2,2,0,0,5,1,1
"257409","K G F",0,210,0,0,0,0,0,11,1,1,1,1,1,5,6,6,0,0,5,0,1
"257416","K G F",0,226,0,0,0,0,0,5,1,1,1,1,4,0,4,4,0,0,5,1,1
"257417","K G F",0,222,4,0,0,0,0,23,1,1,1,1,0,10,10,1,0,0,5,0,1
"257428","K G F",0,236,2,0,0,0,0,10,1,1,1,1,1,5,5,6,0,0,5,0,1
"257438","K G F",0,234,1,0,0,0,0,24,1,1,0,1,0,16,9,16,0,0,5,0,1
"257449","K G F",0,210,0,0,0,0,0,24,1,1,1,1,2,12,8,13,0,0,5,0,1
"257451","K G F",0,222,10,0,0,0,0,10,1,1,1,1,0,8,5,8,0,0,5,0,1
"257458","K G F",0,210,1,0,0,0,0,12,1,1,1,1,3,9,7,12,0,0,5,0,1
"257462","K G F",1,206,2,0,0,0,0,13,1,1,1,1,0,7,3,7,0,0,5,0,1
"257509","SOUTH1",0,225,5,0,0,0,0,24,1,1,1,1,3,2,2,3,0,0,5,0,0
"257510","SOUTH1",1,222,2,0,0,0,0,9,1,1,1,1,2,7,2,9,0,0,5,0,0
"257512","SOUTH1",1,228,2,0,0,0,0,10,1,1,1,1,2,13,12,5,0,0,5,0,0
"257541","SOUTH1",1,230,0,0,0,0,0,14,0,1,1,1,1,14,15,0,0,0,5,0,0
"257623","SOUTH1",1,240,3,0,0,0,0,7,1,1,1,1,4,4,8,8,0,0,5,0,0
"257627","SOUTH1",1,234,2,0,0,0,0,25,1,1,1,1,4,16,13,20,0,0,5,0,0
"257628","SOUTH1",1,232,0,0,0,0,0,11,1,1,1,0,1,8,5,9,0,0,5,0,0
"257636","SOUTH1",1,231,1,0,0,0,0,10,1,1,1,1,1,4,4,5,0,0,5,0,0
"257652","SOUTH1",1,230,0,0,0,0,0,13,1,1,1,1,0,13,7,13,0,0,5,0,0
"257654","SOUTH1",1,211,0,0,0,0,0,1,1,1,1,1,3,10,9,10,0,0,5,0,0
"257668","SOUTH1",0,241,4,0,0,0,0,12,1,1,1,1,0,12,10,12,0,0,5,0,0
"257670","SOUTH1",0,222,2,0,0,0,0,12,1,1,1,1,4,6,5,8,0,0,5,0,0
"257673","SOUTH1",0,206,3,0,0,0,0,8,1,1,1,1,4,11,15,3,0,0,5,0,0
"257674","SOUTH1",0,232,0,0,0,0,0,23,1,1,1,1,6,42,47,48,0,0,5,0,0
"257676","SOUTH1",0,225,2,0,0,0,0,25,1,1,1,1,1,6,3,7,0,0,5,0,0
"257678","SOUTH1",1,232,2,0,0,0,0,4,1,1,1,1,1,8,9,9,0,0,5,0,0
"257679","SOUTH1",0,232,0,0,0,0,0,13,1,1,1,1,5,9,7,14,0,0,5,0,0
"257680","SOUTH1",0,225,2,0,0,0,0,36,1,1,1,1,8,48,56,15,0,0,5,0,0
"257684","SOUTH1",0,226,1,16500,16500,0,0,9,1,1,1,0,2,5,0,7,0,0,5,1,0
"257686","SOUTH1",0,235,2,0,0,0,0,3,1,1,0,1,0,10,8,8,0,0,5,0,0
"257689","SOUTH1",0,232,2,0,0,0,0,12,1,1,1,1,1,4,5,0,0,0,5,0,0
"257694","SOUTH1",1,237,2,0,0,0,0,20,1,1,1,1,5,9,13,14,0,0,5,0,0
"257697","SOUTH1",1,235,2,0,0,0,0,11,1,1,1,1,0,10,3,10,0,0,5,0,0
"257698","SOUTH1",1,237,3,0,0,0,0,13,1,1,1,1,0,5,3,4,0,0,5,0,0
"257699","SOUTH1",0,222,4,0,0,0,0,1,1,1,0,1,2,2,4,0,0,0,5,0,0
"257703","SOUTH1",0,237,0,0,0,0,0,13,1,1,1,1,1,4,0,5,0,0,5,0,0
"257714","SOUTH1",0,225,2,0,0,0,0,20,1,1,1,1,4,11,11,15,0,0,5,0,0
"257722","SOUTH1",0,235,3,0,0,0,0,18,1,1,1,1,2,3,5,0,0,0,5,0,0
"257725","SOUTH1",0,232,0,0,0,0,0,37,1,1,1,1,0,6,6,0,0,0,5,0,0
"257732","SOUTH1",0,232,2,0,0,0,0,20,1,1,1,1,1,4,5,0,0,0,5,0,0
"257738","SOUTH1",0,238,0,0,0,0,0,10,1,1,1,0,1,8,6,9,0,0,5,0,0
"257740","SOUTH1",0,237,2,0,0,0,0,17,1,1,1,1,2,29,31,1,0,0,5,0,0
"257741","SOUTH1",0,230,1,0,0,0,0,14,1,1,1,1,6,4,7,10,0,0,5,0,0
"257742","SOUTH1",0,220,0,0,0,0,0,7,1,1,1,1,1,7,7,8,0,0,5,0,0
"257743","SOUTH1",0,233,0,0,0,0,0,12,1,1,1,0,2,8,4,10,0,0,5,0,0
"257744","SOUTH1",0,223,2,0,0,0,0,9,1,1,1,1,0,5,5,5,0,0,5,0,0
"257745","SOUTH1",0,239,3,0,0,0,0,7,1,1,1,1,0,6,6,0,0,0,5,0,0
"257755","SOUTH1",0,224,2,0,0,0,0,25,1,1,1,0,1,8,8,2,0,0,5,0,0
"257757","SOUTH1",0,233,1,0,0,0,0,10,1,1,1,1,0,6,6,0,0,0,5,0,0
"257761","SOUTH1",0,222,2,0,0,0,0,7,1,1,0,1,2,3,5,5,0,0,5,0,0
"257776","SOUTH1",0,228,4,0,0,0,0,12,1,1,1,0,0,6,6,0,0,0,5,0,0
"257777","SOUTH1",0,224,0,0,0,0,0,29,1,1,1,1,0,10,10,0,0,0,5,0,0
"257778","SOUTH1",0,225,0,0,0,0,0,10,1,1,1,0,0,10,7,4,0,0,5,0,0
"257779","SOUTH1",0,223,0,0,0,0,0,31,1,1,1,0,2,5,7,0,0,0,5,0,0
"257781","SOUTH1",0,224,2,0,0,0,0,30,1,1,1,1,3,5,0,0,0,0,5,0,0
"257782","SOUTH1",0,215,0,0,0,0,0,13,1,1,1,1,4,4,7,8,0,0,5,0,0
"257783","SOUTH1",0,212,0,0,0,0,0,10,1,1,1,1,1,4,5,0,0,0,5,0,0
"257784","SOUTH1",0,225,4,0,0,0,0,25,1,1,1,1,0,8,8,8,0,0,5,0,0
"257787","SOUTH1",0,227,0,0,0,0,0,10,1,1,1,1,4,10,10,14,0,0,5,0,0
"257788","SOUTH1",0,220,1,0,0,0,0,13,1,1,1,1,2,11,7,13,0,0,5,0,0
"257792","SOUTH1",0,225,0,0,0,0,0,24,1,1,1,0,0,15,13,0,0,0,5,0,0
"257798","SOUTH1",1,227,0,0,0,0,0,24,1,1,1,1,2,13,14,0,0,0,5,0,0
"257799","SOUTH1",0,227,2,0,0,0,0,11,1,1,0,1,1,12,6,13,0,0,5,0,0
"257800","SOUTH1",0,230,0,0,0,0,0,26,1,1,1,1,5,19,18,24,0,0,5,0,0
"257801","SOUTH1",0,235,2,0,0,0,0,10,1,1,1,0,2,13,15,0,0,0,5,0,0
"257802","SOUTH1",0,229,3,0,0,0,0,52,1,1,0,1,6,1,7,0,0,0,5,0,0
"257809","SOUTH1",0,240,0,0,0,0,0,48,1,1,0,1,2,23,25,0,0,0,5,0,0
"257810","SOUTH1",0,210,0,0,0,0,0,10,1,0,1,1,2,25,24,27,0,0,5,0,0
"257811","SOUTH1",0,220,6,0,0,0,0,10,1,1,1,0,2,2,4,0,0,0,5,0,0
"257813","SOUTH1",0,233,0,0,0,0,0,10,1,0,0,0,0,3,3,0,0,0,5,0,0
"257815","SOUTH1",0,223,0,0,0,0,0,10,1,1,1,1,2,7,9,0,0,0,5,0,0
"257816","SOUTH1",0,227,2,0,0,0,0,10,1,1,1,0,5,8,13,1,0,0,5,0,0
"257817","SOUTH1",0,230,0,0,0,0,0,10,1,1,1,1,0,8,8,8,0,0,5,0,0
"257821","SOUTH1",0,211,2,0,0,0,0,17,1,1,1,1,0,8,8,4,0,0,5,0,0
"257825","SOUTH1",1,234,0,0,0,0,0,12,1,1,1,1,1,6,4,7,0,0,5,0,0
"257826","SOUTH1",0,231,2,0,0,0,0,22,1,1,1,1,3,13,14,16,0,0,5,0,0
"257828","SOUTH1",0,229,0,0,0,0,0,18,1,1,1,1,5,7,8,12,0,0,5,0,0
"257830","SOUTH1",0,240,0,0,0,0,0,50,1,1,1,1,1,20,18,14,0,0,5,0,0
"257831","SOUTH1",0,232,0,0,0,0,0,35,0,0,1,1,1,4,5,1,0,0,5,0,0
"257835","SOUTH1",0,220,0,0,0,0,0,27,1,1,1,1,4,6,10,7,0,0,5,0,0
"257838","SOUTH1",1,240,2,0,0,0,0,12,1,1,1,1,3,11,14,3,0,0,5,0,0
"257853","SOUTH1",1,233,2,0,0,0,0,15,1,1,1,1,5,5,8,0,0,0,5,0,0
"257854","SOUTH1",0,242,2,0,0,0,0,16,1,1,1,1,2,15,16,2,0,0,5,0,0
"257855","SOUTH1",0,227,4,0,0,0,0,18,1,1,1,1,0,15,11,2,0,0,5,0,0
"257856","SOUTH1",0,226,0,0,0,0,0,8,1,1,1,1,0,5,5,5,0,0,5,0,0
"257858","SOUTH1",0,228,8,0,0,0,0,10,1,1,1,1,1,7,7,8,0,0,5,0,0
"257859","SOUTH1",0,240,6,0,0,0,0,38,1,1,1,1,6,9,15,15,0,0,5,0,0
"257860","SOUTH1",1,231,4,0,0,0,0,38,1,1,1,1,6,9,14,8,0,0,5,0,0
"257861","SOUTH1",0,231,2,0,0,0,0,1,1,1,1,1,4,1,5,1,0,0,5,0,0
"257863","SOUTH1",0,224,8,0,0,0,0,10,1,1,1,1,1,9,3,8,0,0,5,0,0
"257868","SOUTH1",0,232,5,0,0,0,0,10,1,1,1,1,1,4,3,3,0,0,5,0,0
"257878","SOUTH1",0,237,0,0,0,0,0,12,1,1,1,1,2,6,5,8,0,0,5,0,0
"257880","SOUTH1",0,226,2,0,0,0,0,7,1,1,1,1,2,8,8,6,0,0,5,0,0
"257888","SOUTH1",0,240,2,0,0,0,0,12,1,1,1,1,6,7,8,13,0,0,5,0,0
"257889","SOUTH1",0,227,0,0,0,0,0,13,1,1,1,1,1,14,15,15,0,0,5,0,0
"257894","SOUTH1",0,231,4,0,0,0,0,13,1,1,1,1,1,9,7,5,0,0,5,0,0
"257895","SOUTH1",0,231,3,0,0,0,0,10,1,1,1,1,0,5,5,0,0,0,5,0,0
"257896","SOUTH1",0,232,2,0,0,0,0,10,1,1,1,0,1,4,5,0,0,0,5,0,0
"257898","SOUTH1",0,235,2,0,0,0,0,10,1,1,1,1,1,1,1,2,0,0,5,0,0
"257899","SOUTH1",0,236,3,0,0,0,0,6,1,1,1,0,3,5,8,0,0,0,5,0,0
"257909","SOUTH1",0,223,0,0,0,0,0,10,0,0,0,0,2,13,12,1,0,0,5,0,0
"257913","SOUTH1",0,223,0,0,0,0,0,35,1,1,1,1,2,8,10,0,0,0,5,0,0
"257914","SOUTH1",0,233,0,0,0,0,0,10,1,1,1,1,1,11,12,4,0,0,5,0,0
"257916","SOUTH1",1,221,0,0,0,0,0,20,0,1,1,1,2,4,6,0,0,0,5,0,0
"257923","SOUTH1",0,229,0,0,0,0,0,10,1,1,1,1,2,13,14,15,0,0,5,0,0
"257926","SOUTH1",0,235,3,0,0,0,0,10,1,1,1,1,1,17,18,0,0,0,5,0,0
"257928","SOUTH1",0,225,2,0,0,0,0,10,1,1,1,1,2,2,0,4,0,0,5,0,0
"257930","SOUTH1",0,227,0,0,0,0,0,2,1,1,1,0,1,14,15,15,0,0,5,0,0
"257931","SOUTH1",0,253,0,0,0,0,0,12,1,1,1,1,1,13,10,8,0,0,5,0,0
"257932","SOUTH1",0,234,2,0,0,0,0,15,1,1,1,0,3,12,13,6,0,0,5,0,0
"257940","SOUTH1",0,235,2,0,0,0,0,12,1,1,1,1,4,8,12,12,0,0,5,0,0
"257941","SOUTH1",0,229,0,0,0,0,0,23,1,1,1,1,1,24,23,12,0,0,5,0,0
"257943","SOUTH1",0,227,0,0,0,0,0,14,1,1,1,1,5,8,8,13,0,0,5,0,0
"257947","SOUTH1",0,226,1,0,0,0,0,17,1,1,1,1,5,14,18,19,0,0,5,0,0
"257948","SOUTH1",0,239,0,0,0,0,0,14,1,1,1,1,4,6,6,7,0,0,5,0,0
"257949","SOUTH1",0,239,0,0,0,0,0,12,1,1,1,1,2,11,9,6,0,0,5,0,0
"257950","SOUTH1",0,232,0,0,0,0,0,4,1,1,1,1,1,6,5,5,0,0,5,0,0
"257951","SOUTH1",0,227,0,0,0,0,0,10,1,1,1,1,3,11,8,14,0,0,5,0,0
"257954","SOUTH1",0,239,0,0,0,0,0,10,1,1,1,1,3,7,7,7,0,0,5,0,0
"257957","SOUTH1",0,256,0,0,0,0,0,10,1,1,1,1,1,11,12,12,0,0,5,0,0
"257958","SOUTH1",0,221,6,0,0,0,0,15,1,1,1,1,4,11,10,10,0,0,5,0,0
"257959","SOUTH1",0,239,0,0,0,0,0,12,1,1,1,1,4,6,8,10,0,0,5,0,0
"257960","SOUTH1",0,232,2,0,0,0,0,12,1,1,1,1,1,14,12,15,0,0,5,0,0
"257963","SOUTH1",0,229,0,0,0,0,0,9,1,1,1,0,1,10,7,11,0,0,5,0,0
"257964","SOUTH1",0,223,0,0,0,0,0,8,1,1,1,1,2,12,11,14,0,0,5,0,0
"257965","SOUTH1",0,229,0,0,0,0,0,13,1,1,1,1,1,14,14,9,0,0,5,0,0
"257966","SOUTH1",1,229,0,0,0,0,0,14,1,1,1,0,4,8,9,12,0,0,5,0,0
"257968","SOUTH1",0,235,0,0,0,0,0,9,1,1,1,1,0,12,5,12,0,0,5,0,0
"257970","SOUTH1",1,226,0,0,0,0,0,999,1,999,999,999,5,68,70,67,0,0,5,0,0
"257973","SOUTH1",0,242,0,0,0,0,0,13,1,1,1,0,3,14,15,17,0,0,5,0,0
"257978","SOUTH1",0,237,2,0,0,0,0,10,1,1,1,1,0,11,11,11,0,0,5,0,0
"257979","SOUTH1",0,246,2,0,0,0,0,10,1,1,1,1,2,12,14,10,0,0,5,0,0
"257980","SOUTH1",0,231,0,0,0,0,0,6,1,1,1,1,2,4,6,6,0,0,5,0,0
"257982","SOUTH1",0,260,2,0,0,0,0,18,1,1,0,1,5,5,7,10,0,0,5,0,0
"257983","SOUTH1",0,227,0,0,0,0,0,10,1,1,1,1,4,28,30,32,0,0,5,0,0
"257984","SOUTH1",0,232,0,0,0,0,0,14,1,1,1,1,2,9,10,11,0,0,5,0,0
"257986","SOUTH1",0,220,2,0,0,0,0,12,1,1,1,1,1,7,7,0,0,0,5,0,0
"257987","SOUTH1",0,221,0,0,0,0,0,11,1,1,1,1,4,11,12,15,0,0,5,0,0
"257989","SOUTH1",0,223,0,0,0,0,0,4,0,0,0,1,0,10,10,1,0,0,5,0,0
"257998","SOUTH1",0,210,4,0,0,0,0,16,1,1,1,1,6,8,14,14,0,0,5,0,0
"258003","SOUTH1",0,240,1,0,0,0,0,20,1,1,1,1,5,10,14,11,0,0,5,0,0
"258005","SOUTH1",0,229,2,0,0,0,0,13,1,1,1,1,1,7,8,0,0,0,5,0,0
"258008","SOUTH1",0,232,4,0,0,0,0,15,1,1,1,1,4,5,9,1,0,0,5,0,0
"258016","SOUTH1",1,220,6,0,0,0,0,7,1,1,0,0,0,8,8,3,0,0,5,0,0
"258030","SOUTH1",0,243,3,0,0,0,0,10,1,1,1,1,2,8,5,10,0,0,5,0,0
"258036","SOUTH1",1,235,3,0,0,0,0,1,1,1,1,1,5,6,11,0,0,0,5,0,0
"258037","SOUTH1",0,225,2,0,0,0,0,12,1,1,1,1,3,5,6,0,0,0,5,0,0
"258039","SOUTH1",0,222,0,0,0,0,0,12,1,1,1,1,3,7,10,10,0,0,5,0,0
"258040","SOUTH1",0,220,10,0,0,0,0,45,1,1,1,1,1,12,13,0,0,0,5,0,0
"258041","SOUTH1",0,225,4,0,0,0,0,9,0,1,1,1,0,10,10,0,0,0,5,0,0
"258043","SOUTH1",0,224,0,0,0,0,0,15,1,1,1,1,1,6,2,3,0,0,5,0,0
"258044","SOUTH1",0,234,1,0,0,0,0,12,1,1,1,0,0,6,6,0,0,0,5,0,0
"258046","SOUTH1",0,229,1,0,0,0,0,26,1,1,1,1,0,6,1,4,0,0,5,0,0
"258047","SOUTH1",0,233,2,0,0,0,0,23,1,1,1,1,1,4,5,0,0,0,5,0,0
"258054","SOUTH1",0,213,0,0,0,0,0,13,1,1,1,0,0,15,11,15,0,0,5,0,0
"258056","SOUTH1",0,232,0,0,0,0,0,9,1,1,1,1,1,12,13,13,0,0,5,0,0
"258058","SOUTH1",0,235,0,0,0,0,0,15,1,1,1,0,4,10,9,14,78,14,5,0,0
"258059","SOUTH1",0,219,0,0,0,0,0,19,1,1,0,1,0,15,13,15,0,0,5,0,0
"258060","SOUTH1",0,220,0,0,0,0,0,3,1,1,0,1,4,8,11,12,0,0,5,0,0
"258062","SOUTH1",0,228,0,0,0,0,0,10,1,1,1,1,1,44,43,45,0,0,5,0,0
"258063","SOUTH1",0,232,3,0,0,0,0,10,1,1,1,1,2,3,5,0,0,0,5,0,0
